type	latitude	longitude	altitude (m)	color	opacity	name	desc
T	-1.400095478	36.731307162	1742.4				
T	-1.398980640	36.730616573	1751.7				
T	-1.397859516	36.729820982	1763.1				
T	-1.397195406	36.729372541	1763.3				
T	-1.395682858	36.728705599	1766.6				
T	-1.393864734	36.728071532	1770.3				
T	-1.392599050	36.727791644	1771.3				
T	-1.391976731	36.727755622	1771.8				
T	-1.390549439	36.727905110	1772.0				
T	-1.389021043	36.728067339	1776.7				
T	-1.387411427	36.728438920	1777.8				
T	-1.386423540	36.728848871	1777.5				
T	-1.384639442	36.729540421	1777.8				
T	-1.382991661	36.730537645	1777.8				
T	-1.381463525	36.731720753	1776.9				
T	-1.380180254	36.733291078	1775.2				
T	-1.379755949	36.734250281	1767.4				
T	-1.378903282	36.736170084	1749.6				
T	-1.378662857	36.737755863	1757.6				
T	-1.378537181	36.739525550	1765.4				
T	-1.378627767	36.740442055	1761.2				
T	-1.378859444	36.742786142	1752.6				
T	-1.380215729	36.748014706	1751.8				
T	-1.381933798	36.751867392	1732.1				
T	-1.382958565	36.753831844	1733.5				
T	-1.383653330	36.754589742	1726.4				
T	-1.384889673	36.755605092	1717.8				
T	-1.386174531	36.755988389	1724.8				
T	-1.387536514	36.756160212	1736.4				
T	-1.388469967	36.756165659	1735.5				
T	-1.390210117	36.755986258	1729.0				
T	-1.392235087	36.755571022	1730.5				
T	-1.393420290	36.755035829	1733.1				
T	-1.395994762	36.753946110	1741.9				
T	-1.398597110	36.752130181	1744.8				
T	-1.400118712	36.750838916	1744.0				
T	-1.402652802	36.748307558	1737.4				
T	-1.404501074	36.745944363	1722.2				
T	-1.405079116	36.744647101	1732.6				
T	-1.405859221	36.742298310	1743.5				
T	-1.406046824	36.739891904	1727.6				
T	-1.406009716	36.737629053	1737.8				
T	-1.405892153	36.736506565	1739.6				
T	-1.404962813	36.733619746	1756.3				
T	-1.403164313	36.729282299	1781.7				
T	-1.400884039	36.725071571	1764.8				
T	-1.399893016	36.723411341	1767.9				
T	-1.398324863	36.721204300	1762.7				
T	-1.396942367	36.719806543	1768.4				
T	-1.395297783	36.718835328	1764.9				
T	-1.394674835	36.718797816	1764.7				
T	-1.392704444	36.718696085	1773.2				
T	-1.391888209	36.718780260	1770.9				
T	-1.390347119	36.718828121	1762.7				
T	-1.388610869	36.718990956	1754.4				
T	-1.386671931	36.719193703	1759.9				
T	-1.385856140	36.719281159	1761.1				
T	-1.383919544	36.719488986	1766.4				
T	-1.382230203	36.720085041	1769.3				
T	-1.381232761	36.720397642	1769.9				
T	-1.379391199	36.721440599	1789.8				
T	-1.378532461	36.722056502	1792.7				
T	-1.377007709	36.723242261	1796.1				
T	-1.375726000	36.724811088	1793.6				
T	-1.375206456	36.725787211	1790.4				
T	-1.374507930	36.728376054	1762.5				
T	-1.374225996	36.731338854	1790.8				
T	-1.374172621	36.732790888	1790.6				
T	-1.374288082	36.735967140	1789.6				
T	-1.374596788	36.739212634	1773.1				
T	-1.375039863	36.742373045	1789.5				
T	-1.375393570	36.743878660	1790.0				
T	-1.376573872	36.746533658	1775.7				
T	-1.377816971	36.748573114	1764.1				
T	-1.378404807	36.749336933	1763.9				
T	-1.379655690	36.750652602	1751.2				
T	-1.380631780	36.751172815	1741.7				
T	-1.381159733	36.751325774	1737.3				
T	-1.382536116	36.751702749	1728.0				
T	-1.383770991	36.751680686	1724.9				
T	-1.385409015	36.751513685	1732.1				
T	-1.386335831	36.751418093	1743.2				
T	-1.388577993	36.751085341	1744.8				
T	-1.390967626	36.750222108	1746.9				
T	-1.392345846	36.749565313	1748.3				
T	-1.394683667	36.748190934	1745.0				
T	-1.395540370	36.747484176	1749.0				
T	-1.397355505	36.746060611	1752.2				
T	-1.398782360	36.744883483	1748.6				
T	-1.399229561	36.744219202	1751.8				
T	-1.399839442	36.743125556	1755.4				
T	-1.400093525	36.742583820	1756.9				
T	-1.400326659	36.741837956	1757.6				
T	-1.400528286	36.740786051	1756.4				
T	-1.400383038	36.739355795	1750.7				
T	-1.400211937	36.737611162	1750.1				
T	-1.399787625	36.736523676	1754.3				
T	-1.398935763	36.734235827	1750.1				
T	-1.397402752	36.731416279	1766.1				
T	-1.396665259	36.730256011	1769.7				
T	-1.395356054	36.728532325	1766.9				
T	-1.394037551	36.727744512	1768.5				
T	-1.393281873	36.727410671	1770.8				
T	-1.391506529	36.727186131	1772.8				
T	-1.389447658	36.727201079	1777.8				
T	-1.388428779	36.727306635	1777.8				
T	-1.385982054	36.727551752	1779.2				
T	-1.383433919	36.727811562	1779.7				
T	-1.382325329	36.728032973	1782.6				
T	-1.380261949	36.729054761	1786.0				
T	-1.378538538	36.730273455	1785.4				
T	-1.376944939	36.732137701	1755.9				
T	-1.376381218	36.733373956	1780.0				
T	-1.375622569	36.734998952	1785.0				
T	-1.374244254	36.739766261	1777.6				
T	-1.373207165	36.745547472	1792.2				
T	-1.372525053	36.752924505	1794.6				
T	-1.372497066	36.756735581	1791.2				
T	-1.372809434	36.762990695	1785.1				
T	-1.373246453	36.767383269	1774.5				
T	-1.373384561	36.768818736	1771.3				
T	-1.374002139	36.770930498	1767.9				
T	-1.375180555	36.772471316	1762.3				
T	-1.376869339	36.773964493	1748.8				
T	-1.377849610	36.774607731	1737.5				
T	-1.379691741	36.775703693	1714.5				
T	-1.381500502	36.776258440	1707.3				
T	-1.383069081	36.776410110	1710.0				
T	-1.383787332	36.776334573	1711.3				
T	-1.385424887	36.776177117	1709.9				
T	-1.386243357	36.776101932	1704.8				
T	-1.388180535	36.775808648	1693.7				
T	-1.389780865	36.775223140	1706.8				
T	-1.390662648	36.774707707	1714.0				
T	-1.392873999	36.773024150	1711.5				
T	-1.393528927	36.772338335	1709.6				
T	-1.394958320	36.770109901	1717.7				
T	-1.395494907	36.768279575	1726.7				
T	-1.395581712	36.766092920	1728.9				
T	-1.395660384	36.764840504	1732.1				
T	-1.395419628	36.762483493	1733.1				
T	-1.395158088	36.759922944	1739.2				
T	-1.394796867	36.758408448	1740.1				
T	-1.393697703	36.755730898	1737.5				
T	-1.393071880	36.754658172	1732.5				
T	-1.391544605	36.752850860	1741.1				
T	-1.389866097	36.751573902	1745.5				
T	-1.388894884	36.751156302	1746.4				
T	-1.387084780	36.750618026	1745.8				
T	-1.384998415	36.750521057	1726.0				
T	-1.383974870	36.750625309	1727.9				
T	-1.381525147	36.750875089	1735.6				
T	-1.379093173	36.751122999	1762.3				
T	-1.377920967	36.751551647	1777.9				
T	-1.375729930	36.752186703	1789.1				
T	-1.374057781	36.752871440	1793.1				
T	-1.373389450	36.753350993	1795.7				
T	-1.372169811	36.754504381	1791.3				
T	-1.371478578	36.755809922	1791.4				
T	-1.371214204	36.757278203	1791.7				
T	-1.371184730	36.758001716	1791.7				
T	-1.371134988	36.758521324	1791.1				
T	-1.371142513	36.759654549	1788.7				
T	-1.371200696	36.760267892	1787.7				
T	-1.371260603	36.760880627	1785.6				
T	-1.371331643	36.761594994	1787.8				
T	-1.371780137	36.762992520	1786.8				
T	-1.372608308	36.764040718	1785.1				
T	-1.373169851	36.764498395	1784.1				
T	-1.373908523	36.764736352	1779.3				
T	-1.374940982	36.764843259	1765.9				
T	-1.375853787	36.764754452	1760.5				
T	-1.378086474	36.764538260	1762.8				
T	-1.378971462	36.764141149	1755.2				
T	-1.381039985	36.763326792	1740.3				
T	-1.382791895	36.762328297	1732.8				
T	-1.383655374	36.761730371	1719.9				
T	-1.384978082	36.760570077	1708.5				
T	-1.385449632	36.760106285	1713.3				
T	-1.386260885	36.758878327	1722.7				
T	-1.386647282	36.757597570	1726.0				
T	-1.386675719	36.756871356	1726.8				
T	-1.386625824	36.755319614	1733.0				
T	-1.386544781	36.754498556	1735.5				
T	-1.386058718	36.752791413	1734.9				
T	-1.385029882	36.750827975	1726.4				
T	-1.384415765	36.749856434	1729.1				
T	-1.383012963	36.748242090	1734.3				
T	-1.382440358	36.747680618	1735.8				
T	-1.381055933	36.747204224	1746.5				
T	-1.379186718	36.746985595	1756.0				
T	-1.378056082	36.746998584	1758.1				
T	-1.375925297	36.747219279	1769.9				
T	-1.374831807	36.747639428	1767.7				
T	-1.372794138	36.748675520	1782.1				
T	-1.371488405	36.749840322	1796.0				
T	-1.370170766	36.751003886	1798.5				
T	-1.369714215	36.751564875	1800.4				
T	-1.369472180	36.752206827	1798.2				
T	-1.369645266	36.752909372	1796.8				
T	-1.370330644	36.754588519	1794.6				
T	-1.371183868	36.755942804	1793.3				
T	-1.371651291	36.756513071	1790.1				
T	-1.372314072	36.756960090	1791.4				
T	-1.372528373	36.757041085	1791.9				
T	-1.372936101	36.756999402	1791.5				
T	-1.373850827	36.756906582	1789.9				
T	-1.374459686	36.756845164	1788.9				
T	-1.375271270	36.756763503	1788.3				
T	-1.376559314	36.756324968	1786.1				
T	-1.377329933	36.755835391	1785.2				
T	-1.379052266	36.754631977	1772.7				
T	-1.380743720	36.753226585	1753.7				
T	-1.382046052	36.751959397	1731.6				
T	-1.382515562	36.751497972	1729.0				
T	-1.382687886	36.751170227	1730.8				
T	-1.380653110	36.751377258	1741.9				
T	-1.376309443	36.752848607	1787.0				
T	-1.373064337	36.754207514	1792.6				
T	-1.371600588	36.754974009	1792.2				
T	-1.369558224	36.756107924	1793.3				
T	-1.368704746	36.756812174	1795.1				
T	-1.369029733	36.756985072	1793.6				
T	-1.369364881	36.757259899	1792.6				
T	-1.370004895	36.757503842	1793.0				
T	-1.371255355	36.757685777	1791.5				
T	-1.372294740	36.757785569	1792.2				
T	-1.373625912	36.757753826	1788.8				
T	-1.375151767	36.757598920	1788.3				
T	-1.375963466	36.757517386	1788.9				
T	-1.377374313	36.757272688	1783.1				
T	-1.378764699	36.756824247	1774.6				
T	-1.379349823	36.756561075	1770.4				
T	-1.379925008	36.756195584	1767.5				
T	-1.377150367	36.757089248	1784.4				
T	-1.376085801	36.757710977	1788.9				
T	-1.375000708	36.758128714	1788.8				
T	-1.374022218	36.758640930	1785.7				
T	-1.372564465	36.759511184	1785.1				
T	-1.371312222	36.760359796	1787.0				
T	-1.370844435	36.760819322	1786.1				
T	-1.370376642	36.761278863	1787.6				
T	-1.370070162	36.762341112	1789.7				
T	-1.370171441	36.763361950	1785.2				
T	-1.370222477	36.763872206	1784.6				
T	-1.370854230	36.764014069	1785.2				
T	-1.371975684	36.763899480	1785.7				
T	-1.372383473	36.763857804	1785.5				
T	-1.373402019	36.763754275	1783.7				
T	-1.374211330	36.763675881	1774.0				
T	-1.375834668	36.763516317	1769.9				
T	-1.377533124	36.763037468	1772.4				
T	-1.378224951	36.762762032	1767.8				
T	-1.379392630	36.762131552	1762.2				
T	-1.380354724	36.761523807	1754.4				
T	-1.380325402	36.761215409	1755.6				
T	-1.378991615	36.761133526	1769.1				
T	-1.376859719	36.761344084	1781.0				
T	-1.374464801	36.762103577	1773.7				
T	-1.371902360	36.763186326	1786.3				
T	-1.370823190	36.763708169	1785.5				
T	-1.369021944	36.765230781	1784.9				
T	-1.367757035	36.767010355	1780.0				
T	-1.367735515	36.767838442	1778.6				
T	-1.367673607	36.768257874	1777.4				
T	-1.367744279	36.768973371	1777.2				
T	-1.368340865	36.769844957	1774.2				
T	-1.369137002	36.770589152	1773.9				
T	-1.369698576	36.771047604	1771.9				
T	-1.370658223	36.771587418	1763.6				
T	-1.371386025	36.771613720	1763.5				
T	-1.372411293	36.771504569	1768.5				
T	-1.373330596	36.771410003	1764.6				
T	-1.373736951	36.771370735	1765.2				
T	-1.374431785	36.771092308	1767.6				
T	-1.375009206	36.770728027	1769.2				
T	-1.376524200	36.769558785	1759.1				
T	-1.378133077	36.768275686	1741.5				
T	-1.378677910	36.767491401	1742.9				
T	-1.379564003	36.766058783	1744.6				
T	-1.379027065	36.765797146	1748.4				
T	-1.378313403	36.765868095	1749.8				
T	-1.376183412	36.766070208	1756.6				
T	-1.374767901	36.766202853	1772.1				
T	-1.372085282	36.767087877	1778.0				
T	-1.369244168	36.768620722	1778.6				
T	-1.368301021	36.769435450	1774.8				
T	-1.366877450	36.770720390	1770.6				
T	-1.366267090	36.772035988	1763.6				
T	-1.366321827	36.772655633	1760.2				
T	-1.366809081	36.773547565	1756.5				
T	-1.367153172	36.773929218	1752.3				
T	-1.367832668	36.774589201	1748.4				
T	-1.368699907	36.775020101	1748.3				
T	-1.369591833	36.775765886	1740.0				
T	-1.370122489	36.775920357	1736.6				
T	-1.371081490	36.776240096	1735.0				
T	-1.372035659	36.776450525	1738.2				
T	-1.372456240	36.776509873	1738.3				
T	-1.373379421	36.776412434	1738.6				
T	-1.374299200	36.776319644	1736.6				
T	-1.374809935	36.776268609	1735.8				
T	-1.376117607	36.775930505	1738.0				
T	-1.377601116	36.775260384	1735.5				
T	-1.378461843	36.774669367	1731.4				
T	-1.379988480	36.773491971	1725.3				
T	-1.381409457	36.772209316	1718.2				
T	-1.382155825	36.771408408	1720.1				
T	-1.382124959	36.771100090	1720.3				
T	-1.381205109	36.771190402	1722.3				
T	-1.378374145	36.772699794	1740.4				
T	-1.375022524	36.775199082	1745.8				
T	-1.374076356	36.776132109	1738.8				
T	-1.372392304	36.778206091	1722.7				
T	-1.372465620	36.779041228	1714.2				
T	-1.372821494	36.779528449	1710.7				
T	-1.373372397	36.779891987	1709.6				
T	-1.374315962	36.780003198	1707.8				
T	-1.375147342	36.780020863	1706.8				
T	-1.376378853	36.779893058	1706.7				
T	-1.378224499	36.779704237	1704.9				
T	-1.379042077	36.779626409	1704.4				
T	-1.380679132	36.779468625	1702.5				
T	-1.381499524	36.779385398	1703.7				
T	-1.383029783	36.779118674	1705.0				
T	-1.384423937	36.778560702	1705.4				
T	-1.385773678	36.777603921	1699.7				
T	-1.386449282	36.777123398	1695.7				
T	-1.387677788	36.775964938	1695.0				
T	-1.388414422	36.775064125	1696.1				
T	-1.388146660	36.774467714	1698.5				
T	-1.387327208	36.774543441	1705.5				
T	-1.386508295	36.774618969	1710.4				
T	-1.384790433	36.774985702	1713.6				
T	-1.383263988	36.776285604	1710.7				
T	-1.382720462	36.777070963	1708.3				
T	-1.382125605	36.778382395	1706.4				
T	-1.382105383	36.779217347	1704.6				
T	-1.382434147	36.779390580	1705.2				
T	-1.383810884	36.779658734	1704.5				
T	-1.385152143	36.779635062	1700.1				
T	-1.386177246	36.779533602	1692.3				
T	-1.388330662	36.779320470	1697.4				
T	-1.391203748	36.779016632	1699.1				
T	-1.392845525	36.778870509	1688.9				
T	-1.395970645	36.778003163	1707.7				
T	-1.399072771	36.776949364	1713.4				
T	-1.400178049	36.776625637	1715.7				
T	-1.401742802	36.775736543	1716.6				
T	-1.403011316	36.774984205	1717.8				
T	-1.403378928	36.774531622	1718.1				
T	-1.403121462	36.774039342	1719.1				
T	-1.401533302	36.773685218	1717.4				
T	-1.400693656	36.773566001	1714.9				
T	-1.398232673	36.773745555	1700.3				
T	-1.397208275	36.773856810	1700.7				
T	-1.395331066	36.774769562	1693.4				
T	-1.394706633	36.775763440	1693.5				
T	-1.395044620	36.776030656	1699.2				
T	-1.396079596	36.776022563	1708.7				
T	-1.397422586	36.775987689	1714.5				
T	-1.398447790	36.775883080	1714.2				
T	-1.400288505	36.775680698	1716.4				
T	-1.402488654	36.774933971	1719.1				
T	-1.403562724	36.774305348	1718.7				
T	-1.405702014	36.772949088	1718.0				
T	-1.407622318	36.771417753	1707.4				
T	-1.408481967	36.770618974	1704.9				
T	-1.409481576	36.769269526	1709.1				
T	-1.410185190	36.768055958	1709.4				
T	-1.410224116	36.767429356	1707.1				
T	-1.410210581	36.766382919	1709.3				
T	-1.410049985	36.765875711	1711.1				
T	-1.409482814	36.765413124	1717.3				
T	-1.408354690	36.765526325	1721.1				
T	-1.406834486	36.765699553	1704.0				
T	-1.406037445	36.765990751	1705.6				
T	-1.404492745	36.767083134	1709.0				
T	-1.403690220	36.768313692	1700.7				
T	-1.403556329	36.769049742	1701.8				
T	-1.403697123	36.770560724	1712.9				
T	-1.404024714	36.770733400	1713.8				
T	-1.404955275	36.770739198	1715.9				
T	-1.405776283	36.770658278	1717.1				
T	-1.406483812	36.770484192	1716.3				
T	-1.408466730	36.769476751	1711.8				
T	-1.410326517	36.767418792	1707.6				
T	-1.411086251	36.765875076	1715.9				
T	-1.412330577	36.761911903	1727.1				
T	-1.412541798	36.757019723	1733.0				
T	-1.412405262	36.754755396	1736.2				
T	-1.411937449	36.750253912	1744.4				
T	-1.411127167	36.747443832	1749.5				
T	-1.410399766	36.746381863	1750.1				
T	-1.408756850	36.744484640	1748.9				
T	-1.407202983	36.743403597	1749.2				
T	-1.406222478	36.742883393	1746.8				
T	-1.405364526	36.742449355	1739.7				
T	-1.403563497	36.742012789	1739.0				
T	-1.402089168	36.741860599	1756.1				
T	-1.401667380	36.741802302	1759.3				
T	-1.401277845	36.742049776	1757.8				
T	-1.403280819	36.741321370	1743.3				
T	-1.404743599	36.739412710	1734.0				
T	-1.405336565	36.738221638	1743.0				
T	-1.405633489	36.737052930	1742.9				
T	-1.405845162	36.735067632	1745.8				
T	-1.405770508	36.733318702	1745.0				
T	-1.405693902	36.732607404	1748.9				
T	-1.402838879	36.729106658	1778.8				
T	-1.402054232	36.728459865	1772.0				
T	-1.400744049	36.727645342	1753.8				
T	-1.399791308	36.727306783	1745.8				
T	-1.399269388	36.727257216	1743.7				
T	-1.398652935	36.727329079	1745.2				
T	-1.398243863	36.727371378	1746.9				
T	-1.397719484	36.728371716	1755.2				
T	-1.397779530	36.728993166	1758.1				
T	-1.398239647	36.730500683	1761.7				
T	-1.398970477	36.730513726	1751.8				
T	-1.399899116	36.730397548	1741.0				
T	-1.400306107	36.730360578	1740.5				
T	-1.401686020	36.729825268	1756.7				
T	-1.403099940	36.728673640	1784.9				
T	-1.403746075	36.727998746	1784.9				
T	-1.404620144	36.726466922	1772.3				
T	-1.405021837	36.725281481	1769.3				
T	-1.404931608	36.724356578	1765.5				
T	-1.404686591	36.723967791	1764.4				
T	-1.403551738	36.722949037	1769.0				
T	-1.402784289	36.722514470	1771.9				
T	-1.401710264	36.722112910	1772.8				
T	-1.401301285	36.722157154	1771.8				
T	-1.399480698	36.722428274	1767.2				
T	-1.397732451	36.723406525	1750.0				
T	-1.397080780	36.724087583	1748.2				
T	-1.396329353	36.725808300	1744.3				
T	-1.396360428	36.726116063	1743.8				
T	-1.396841811	36.726792265	1743.8				
T	-1.397804071	36.727104972	1746.9				
T	-1.398448398	36.727350223	1746.0				
T	-1.399063817	36.727281273	1743.6				
T	-1.400287641	36.727164666	1750.2				
T	-1.401096892	36.727101966	1758.0				
T	-1.402492187	36.726781055	1769.6				
T	-1.403843457	36.725928899	1768.2				
T	-1.404622218	36.725428880	1768.0				
T	-1.405453948	36.724403357	1764.2				
T	-1.405964833	36.723315090	1761.4				
T	-1.405971456	36.722389247	1764.4				
T	-1.405798228	36.720770120	1770.3				
T	-1.405158809	36.719608080	1775.7				
T	-1.404718421	36.719346764	1778.4				
T	-1.403837921	36.718824296	1782.5				
T	-1.401835257	36.718420741	1782.1				
T	-1.400613097	36.718542911	1776.4				
T	-1.398153828	36.719592331	1774.1				
T	-1.395795061	36.721659989	1757.0				
T	-1.394979999	36.722776660	1755.0				
T	-1.393811394	36.725468503	1750.7				
T	-1.393354698	36.728124224	1772.4				
T	-1.393244292	36.729063074	1772.7				
T	-1.393256687	36.730195407	1771.9				
T	-1.393369087	36.730287001	1771.5				
T	-1.394135097	36.730723991	1770.7				
T	-1.394971974	36.730844335	1771.0				
T	-1.395615392	36.731086990	1769.1				
T	-1.396452704	36.731206040	1769.3				
T	-1.398497787	36.730984682	1758.4				
T	-1.399817521	36.730613013	1743.1				
T	-1.401867612	36.729603843	1760.5				
T	-1.402806717	36.728802277	1780.9				
T	-1.404363251	36.727013491	1775.5				
T	-1.405114245	36.725167563	1768.4				
T	-1.405321421	36.724106136	1763.7				
T	-1.405245956	36.722361441	1767.2				
T	-1.405056574	36.721564146	1769.8				
T	-1.403762664	36.720058972	1779.2				
T	-1.401550751	36.718654396	1779.6				
T	-1.399949833	36.718094919	1776.8				
T	-1.396404925	36.717609370	1772.5				
T	-1.393222632	36.717723739	1774.7				
T	-1.391488633	36.717904293	1769.8				
T	-1.388794487	36.718768416	1756.3				
T	-1.386768075	36.720127468	1759.6				
T	-1.385902344	36.720733807	1759.0				
T	-1.385113107	36.722069264	1777.5				
T	-1.384934779	36.723334778	1785.0				
T	-1.384986081	36.723842153	1783.8				
T	-1.385396068	36.724831755	1784.1				
T	-1.386877756	36.726230327	1781.7				
T	-1.387653268	36.726768577	1779.0				
T	-1.389295678	36.727730761	1777.1				
T	-1.390029628	36.727858998	1774.8				
T	-1.391048685	36.727748050	1771.1				
T	-1.391966337	36.727653994	1772.2				
T	-1.392944697	36.727136284	1770.6				
T	-1.394169447	36.725952022	1752.3				
T	-1.394578654	36.724853891	1745.6				
T	-1.394532887	36.723432448	1752.5				
T	-1.394459451	36.722722950	1753.8				
T	-1.393834144	36.721654692	1756.7				
T	-1.392515315	36.720857769	1756.9				
T	-1.391758900	36.720523534	1762.2				
T	-1.389777278	36.720313245	1753.9				
T	-1.387829302	36.720426875	1759.4				
T	-1.386811125	36.720544182	1761.4				
T	-1.385434720	36.721197867	1766.4				
T	-1.384898152	36.721985388	1776.3				
T	-1.384852305	36.722522016	1781.7				
T	-1.384822770	36.723244636	1784.6				
T	-1.385067340	36.723628309	1784.2				
T	-1.385833442	36.724068410	1782.1				
T	-1.386557321	36.724098259	1780.3				
T	-1.386975260	36.724158222	1780.4				
T	-1.387688464	36.724084510	1779.7				
T	-1.388604249	36.723979559	1771.9				
T	-1.389091838	36.723710081	1763.0				
T	-1.389752261	36.723105669	1753.6				
T	-1.389608437	36.722706303	1752.7				
T	-1.388842816	36.722278544	1756.1				
T	-1.388209997	36.722139487	1761.3				
T	-1.387181402	36.722155271	1773.1				
T	-1.386727089	36.722737056	1780.0				
T	-1.386505280	36.723588071	1781.1				
T	-1.386536506	36.723894188	1780.6				
T	-1.387210250	36.724443302	1780.6				
T	-1.387852752	36.724686055	1778.9				
T	-1.388677756	36.724699509	1773.9				
T	-1.389807539	36.724663788	1766.1				
T	-1.390827616	36.724554777	1762.5				
T	-1.391887800	36.723802541	1750.4				
T	-1.392529991	36.723012210	1749.0				
T	-1.392784206	36.722475200	1751.7				
T	-1.392763330	36.722272479	1752.5				
T	-1.392609036	36.721775628	1753.9				
T	-1.391740047	36.721346287	1756.6				
T	-1.390606154	36.721355431	1755.3				
T	-1.389799383	36.721539507	1752.1				
T	-1.389137869	36.722137857	1753.4				
T	-1.389211487	36.722860704	1755.5				
T	-1.389579931	36.723440321	1756.4				
T	-1.389794200	36.723518196	1755.6				
T	-1.390427418	36.723659043	1753.6				
T	-1.391345904	36.723552360	1750.6				
T	-1.392367418	36.723437947	1747.6				
T	-1.392980337	36.723377695	1748.7				
T	-1.393051130	36.723063435	1749.7				
T	-1.392242290	36.722221237	1752.9				
T	-1.391302231	36.722108710	1753.7				
T	-1.390587135	36.722178872	1752.9				
T	-1.390058410	36.723072509	1752.0				
T	-1.390040197	36.723909098	1756.3				
T	-1.390163173	36.724104507	1757.2				
T	-1.390602663	36.724370314	1759.8				
T	-1.391010807	36.724326681	1758.0				
T	-1.391827297	36.724229610	1753.2				
T	-1.392215100	36.723973438	1749.7				
T	-1.392786485	36.723499201	1748.1				
T	-1.393357510	36.723033328	1750.4				
T	-1.393428253	36.722719145	1751.0				
T	-1.393182211	36.722333745	1752.1				
T	-1.392844557	36.722059764	1753.3				
T	-1.391852584	36.721438209	1755.7				
T	-1.391035530	36.721518824	1755.6				
T	-1.390034803	36.721823509	1751.7				
T	-1.389587469	36.722500175	1752.0				
T	-1.389710345	36.722693453	1752.2				
T	-1.390385557	36.723246174	1751.6				
T	-1.390825122	36.723509733	1751.3				
T	-1.391345904	36.723552360	1750.6				
T	-1.391866981	36.723595018	1749.6				
T	-1.392786485	36.723499201	1748.1				
T	-1.392878189	36.723387737	1748.3				
T	-1.392427849	36.723022246	1749.0				
T	-1.391702336	36.722991093	1750.6				
T	-1.391120834	36.723369314	1749.9				
T	-1.391243812	36.723564583	1750.9				
T	-1.392755156	36.723194946	1748.5				
T	-1.393519901	36.722607750	1751.3				
T	-1.393703176	36.722384981	1752.5				
T	-1.393650858	36.721878298	1755.2				
T	-1.393211215	36.721613174	1755.8				
T	-1.391873404	36.721642191	1754.2				
T	-1.391168903	36.721814671	1754.3				
T	-1.390678911	36.722067474	1753.5				
T	-1.389812328	36.722681364	1751.6				
T	-1.388909336	36.723941395	1767.7				
T	-1.388810898	36.724995326	1773.5				
T	-1.388915323	36.726019150	1778.3				
T	-1.389293783	36.726701569	1780.1				
T	-1.390324902	36.727724057	1773.3				
T	-1.392143114	36.729382960	1770.4				
T	-1.393011079	36.729808524	1772.1				
T	-1.393521111	36.729755882	1772.3				
T	-1.394143569	36.729794912	1769.8				
T	-1.394959677	36.729711083	1770.3				
T	-1.396184213	36.729584060	1767.7				
T	-1.396848244	36.728993087	1762.0				
T	-1.397197350	36.728325769	1757.8				
T	-1.397351988	36.727784461	1753.1				
T	-1.397353507	36.726737538	1744.3				
T	-1.397291327	36.726122518	1742.7				
T	-1.395375234	36.724568093	1747.9				
T	-1.392694772	36.723610676	1748.0				
T	-1.390885303	36.723082491	1750.9				
T	-1.387540696	36.722642510	1774.9				
T	-1.383558759	36.722962995	1782.4				
T	-1.381482686	36.723796717	1786.7				
T	-1.380436721	36.725654192	1789.9				
T	-1.380267681	36.727013460	1788.8				
T	-1.380363323	36.731012661	1778.1				
T	-1.381242456	36.734624041	1770.7				
T	-1.381896717	36.735998395	1768.8				
T	-1.383120746	36.737929506	1765.8				
T	-1.383538793	36.737989463	1764.8				
T	-1.384262631	36.738017813	1762.4				
T	-1.385078242	36.737933771	1763.3				
T	-1.385475904	36.737790101	1764.7				
T	-1.385852923	36.737442659	1765.3				
T	-1.386759158	36.736217435	1768.8				
T	-1.386859794	36.735178081	1768.7				
T	-1.386787477	36.734465330	1768.8				
T	-1.386286733	36.733591006	1770.5				
T	-1.385500841	36.732951520	1772.3				
T	-1.384532673	36.732538566	1771.4				
T	-1.383890399	36.732296097	1772.3				
T	-1.382667067	36.732420583	1778.7				
T	-1.381851493	36.732503567	1779.2				
T	-1.380424215	36.732648810	1779.2				
T	-1.379214400	36.732967637	1769.2				
T	-1.380730055	36.732617682	1779.6				
T	-1.381096817	36.732169186	1778.8				
T	-1.382003249	36.730946472	1777.8				
T	-1.382480312	36.729560173	1781.6				
T	-1.382622441	36.728929175	1781.5				
T	-1.382712360	36.727787658	1781.9				
T	-1.382537331	36.727083968	1783.9				
T	-1.381577765	36.725742560	1788.9				
T	-1.379804760	36.724487598	1790.1				
T	-1.378512285	36.723904094	1793.1				
T	-1.375971848	36.723147588	1794.3				
T	-1.374803027	36.722757147	1797.1				
T	-1.372415234	36.722493934	1800.3				
T	-1.371385331	36.722493409	1800.0				
T	-1.372211194	36.722513982	1800.9				
T	-1.372730911	36.722564614	1799.5				
T	-1.373444053	36.722493114	1798.7				
T	-1.374051497	36.722426555	1797.2				
T	-1.374457122	36.722382376	1796.8				
T	-1.375248518	36.722092511	1795.3				
T	-1.375409359	36.721662365	1794.5				
T	-1.375618862	36.720710300	1794.3				
T	-1.375576879	36.720302042	1793.5				
T	-1.375433435	36.719044592	1779.4				
T	-1.375153988	36.718263868	1783.6				
T	-1.373832671	36.717461820	1785.9				
T	-1.372476542	36.717038069	1801.4				
T	-1.371643225	36.716835081	1810.7				
T	-1.369889578	36.716715409	1812.4				
T	-1.368965415	36.716708242	1815.4				
T	-1.367418918	36.716835191	1807.3				
T	-1.368336698	36.717682627	1812.6				
T	-1.368776945	36.717949335	1812.2				
T	-1.369405860	36.718087667	1811.3				
