type	latitude	longitude	altitude (m)	color	opacity	name	desc
T	-1.376627824	36.713339190	1804.4				
T	-1.378018749	36.713031879	1794.7				
T	-1.379290857	36.713266692	1810.8				
T	-1.380361254	36.713675696	1804.8				
T	-1.381367950	36.714491091	1797.6				
T	-1.382812447	36.718697979	1772.0				
T	-1.382432614	36.722037957	1777.6				
T	-1.381160676	36.725684119	1789.2				
T	-1.379170763	36.728446770	1786.0				
T	-1.376251867	36.731386530	1760.1				
T	-1.373032022	36.733636033	1797.5				
T	-1.370491582	36.734830923	1809.7				
T	-1.368707530	36.735428054	1806.5				
T	-1.367501679	36.735561022	1812.4				
T	-1.366679385	36.735447200	1816.5				
T	-1.366248162	36.735187292	1817.7				
T	-1.365983301	36.734598658	1818.5				
T	-1.366324138	36.732920501	1820.5				
T	-1.367631126	36.731657078	1821.4				
T	-1.371561942	36.729264320	1799.6				
T	-1.373629381	36.728606499	1781.6				
T	-1.375639910	36.728273629	1771.9				
T	-1.377187704	36.728056837	1789.0				
T	-1.378203012	36.727947989	1789.5				
T	-1.379126970	36.728035031	1787.2				
T	-1.379577393	36.728403086	1785.1				
T	-1.380080137	36.729281848	1785.4				
T	-1.379761693	36.732202930	1778.8				
T	-1.378435988	36.734572859	1752.8				
T	-1.376508062	36.736748553	1774.1				
T	-1.371806786	36.739923714	1789.4				
T	-1.369632612	36.740570317	1803.6				
T	-1.368149694	36.741035796	1806.2				
T	-1.367034336	36.741151000	1811.7				
T	-1.366305188	36.741021309	1814.4				
T	-1.366328443	36.740199069	1817.4				
T	-1.366865773	36.739425120	1815.9				
T	-1.369475810	36.737084862	1798.8				
T	-1.371211822	36.735979953	1800.2				
T	-1.372793483	36.735308422	1801.3				
T	-1.374186033	36.734949940	1788.0				
T	-1.375207829	36.734941791	1785.3				
T	-1.376275993	36.735437325	1780.3				
T	-1.377098412	36.736481471	1771.8				
T	-1.377471564	36.739124333	1774.0				
T	-1.376776664	36.743422093	1777.8				
T	-1.375062877	36.747924307	1769.4				
T	-1.372818381	36.751762795	1794.7				
T	-1.366620352	36.757538863	1800.8				
T	-1.363595086	36.759080909	1796.1				
T	-1.361285115	36.759624637	1800.4				
T	-1.359197840	36.759323133	1803.8				
T	-1.358599813	36.758457687	1802.0				
T	-1.358470993	36.757133081	1805.4				
T	-1.358820669	36.755451663	1811.1				
T	-1.360141985	36.753260823	1804.0				
T	-1.362556395	36.750752996	1805.1				
T	-1.365842948	36.747946188	1797.3				
T	-1.372912165	36.743623671	1794.5				
T	-1.375887280	36.742693486	1783.6				
T	-1.378486573	36.742105994	1754.8				
T	-1.380409674	36.741896810	1747.6				
T	-1.382090863	36.742236242	1733.3				
T	-1.383407875	36.742934649	1742.1				
T	-1.384468750	36.744174313	1752.2				
T	-1.385279891	36.746053378	1754.6				
T	-1.385551274	36.748810349	1732.7				
T	-1.385111894	36.751647521	1728.5				
T	-1.383877920	36.754774280	1724.4				
T	-1.381983575	36.757336999	1748.1				
T	-1.379387841	36.759958722	1770.4				
T	-1.376381177	36.761701951	1780.5				
T	-1.373692480	36.762593443	1777.3				
T	-1.371586707	36.763115239	1786.5				
T	-1.370242636	36.763045477	1786.8				
T	-1.369156435	36.762432764	1791.8				
T	-1.368334673	36.761381763	1787.7				
T	-1.367868148	36.759780653	1792.3				
T	-1.367718022	36.757221371	1796.3				
T	-1.368654570	36.754244561	1798.2				
T	-1.370302926	36.751299041	1799.3				
T	-1.376079480	36.744628951	1783.5				
T	-1.379583980	36.741879591	1753.5				
T	-1.382915690	36.740096832	1751.6				
T	-1.385824584	36.739196288	1764.8				
T	-1.388578493	36.738912086	1761.6				
T	-1.390569772	36.739225258	1758.0				
T	-1.391958966	36.739702646	1761.1				
T	-1.392981603	36.740629264	1761.5				
T	-1.393760759	36.742199165	1757.2				
T	-1.394307013	36.744515038	1756.7				
T	-1.393772075	36.747354928	1745.6				
T	-1.392245826	36.750608399	1746.5				
T	-1.389898499	36.752914513	1743.0				
T	-1.386153417	36.754747556	1730.1				
T	-1.381850059	36.756006556	1751.7				
T	-1.378001928	36.756385655	1780.9				
T	-1.374030516	36.755653529	1790.7				
T	-1.370716878	36.754343391	1793.6				
T	-1.366750067	36.750633249	1805.2				
T	-1.366082353	36.748231252	1795.1				
T	-1.366372431	36.747069311	1797.5				
T	-1.369784808	36.744151309	1796.3				
T	-1.372425470	36.742851722	1796.9				
T	-1.378698247	36.741155174	1757.8				
T	-1.381863881	36.741019120	1735.5				
T	-1.388145739	36.742770599	1759.7				
T	-1.390937235	36.744857623	1748.0				
T	-1.394340465	36.749878391	1745.4				
T	-1.395123328	36.752485523	1738.6				
T	-1.394352666	36.756076991	1741.3				
T	-1.393209400	36.757021315	1740.7				
T	-1.391717279	36.757588294	1732.3				
T	-1.389977362	36.757771192	1729.1				
T	-1.387970803	36.757354052	1733.4				
T	-1.384022140	36.755173423	1723.9				
T	-1.382488552	36.753258667	1736.4				
T	-1.381173650	36.749361586	1745.1				
T	-1.382233199	36.746667757	1733.6				
T	-1.383573447	36.745601978	1734.6				
T	-1.387841284	36.743833234	1754.6				
T	-1.390679190	36.743336983	1753.2				
T	-1.395838452	36.744359136	1758.1				
T	-1.398222225	36.745456364	1750.8				
T	-1.402050266	36.748472314	1738.0				
T	-1.402970545	36.750444859	1743.6				
T	-1.403330212	36.754955844	1741.0				
T	-1.402373813	36.756708077	1740.1				
T	-1.399012331	36.759219861	1735.2				
T	-1.396600241	36.759879693	1740.3				
T	-1.391322161	36.759807193	1728.1				
T	-1.388753237	36.758924486	1734.6				
T	-1.384429011	36.755133630	1721.3				
T	-1.383036105	36.752583124	1727.4				
T	-1.382363596	36.748929442	1739.5				
T	-1.383142715	36.747504456	1729.6				
T	-1.384458320	36.746134442	1743.2				
T	-1.386801455	36.744764811	1755.3				
T	-1.389403636	36.743982568	1752.7				
T	-1.394783714	36.743126213	1758.6				
T	-1.397624070	36.743661313	1757.8				
T	-1.400211927	36.744737834	1748.6				
T	-1.403836494	36.747669461	1724.4				
T	-1.404989650	36.749929744	1733.9				
T	-1.405455281	36.752466383	1735.7				
T	-1.405043410	36.755506834	1733.0				
T	-1.403989600	36.758305918	1728.7				
T	-1.399256701	36.762610214	1727.9				
T	-1.396272148	36.763743770	1731.4				
T	-1.393440056	36.764352992	1730.8				
T	-1.390869449	36.764523918	1717.0				
T	-1.388226949	36.763954814	1723.3				
T	-1.385947780	36.762953545	1714.3				
T	-1.384243455	36.761471194	1712.6				
T	-1.382911653	36.759418059	1732.5				
T	-1.382675128	36.754066616	1739.4				
T	-1.383872955	36.751670344	1724.4				
T	-1.390655483	36.747156896	1748.4				
T	-1.394841011	36.745698149	1749.8				
T	-1.398813933	36.745189735	1747.3				
T	-1.402689572	36.745510162	1727.4				
T	-1.406297151	36.746592952	1738.9				
T	-1.408716157	36.747999402	1740.1				
T	-1.410451385	36.749786248	1738.7				
T	-1.411241303	36.751462693	1740.8				
T	-1.411681345	36.753793690	1738.2				
T	-1.411148364	36.755606952	1731.5				
T	-1.409880638	36.757290607	1731.0				
T	-1.404605134	36.760215473	1718.8				
T	-1.401249388	36.760857624	1728.6				
T	-1.397667194	36.761219316	1738.5				
T	-1.394159575	36.761270855	1739.0				
T	-1.387117211	36.760128261	1731.9				
T	-1.384659243	36.759461915	1715.8				
T	-1.383368333	36.758857146	1729.8				
T	-1.384352594	36.758454620	1721.4				
T	-1.390508455	36.756886926	1727.5				
T	-1.394158674	36.756200265	1741.3				
T	-1.397510425	36.755650412	1741.0				
T	-1.402278391	36.755786484	1742.4				
T	-1.404116412	36.756533044	1736.7				
T	-1.401801422	36.757179457	1739.6				
T	-1.398579742	36.758022816	1740.3				
T	-1.392487223	36.759059605	1736.9				
T	-1.389622237	36.759358414	1730.5				
T	-1.388396419	36.759477248	1735.8				
T	-1.388446514	36.758955476	1735.3				
T	-1.388905568	36.758392393	1733.4				
T	-1.390549956	36.757297503	1728.5				
T	-1.394361024	36.755145959	1741.1				
T	-1.403250663	36.751140094	1743.3				
T	-1.409598230	36.749460314	1734.3				
T	-1.410911609	36.749325198	1743.8				
T	-1.411364617	36.749692574	1744.0				
T	-1.411422601	36.750203894	1743.0				
T	-1.410776335	36.750891009	1737.9				
T	-1.409046838	36.752001967	1720.3				
T	-1.405787200	36.753673777	1729.9				
T	-1.401130475	36.755695141	1741.0				
T	-1.396042259	36.757454152	1741.3				
T	-1.390726657	36.759042654	1726.5				
T	-1.382090004	36.760427318	1741.4				
T	-1.380439577	36.760271915	1758.2				
T	-1.380680596	36.759630521	1757.4				
T	-1.382068141	36.759188669	1740.7				
T	-1.384638455	36.758219082	1717.7				
T	-1.388625165	36.756665495	1733.6				
T	-1.392898704	36.754986012	1731.0				
T	-1.396914865	36.753852308	1742.4				
T	-1.400357202	36.753190198	1743.9				
T	-1.402332638	36.753299679	1744.8				
T	-1.402353451	36.753504190	1744.5				
T	-1.402231958	36.754342925	1743.3				
T	-1.397913634	36.757573276	1739.5				
T	-1.394043755	36.760140005	1740.9				
T	-1.384001275	36.765107132	1723.1				
T	-1.379460677	36.767106631	1741.4				
T	-1.374879704	36.768360826	1769.7				
T	-1.374849229	36.768053877	1770.5				
T	-1.375295808	36.767390776	1768.7				
T	-1.380247871	36.763608679	1745.5				
T	-1.383543195	36.761637466	1721.1				
T	-1.387269714	36.759595667	1733.2				
T	-1.387527647	36.760083683	1735.1				
T	-1.383906447	36.764187317	1723.9				
T	-1.380079751	36.767153713	1739.5				
T	-1.375756025	36.770041418	1765.5				
T	-1.368974456	36.773421690	1760.6				
T	-1.369247831	36.772972990	1764.3				
T	-1.378240029	36.766188064	1747.7				
T	-1.382659208	36.763067133	1732.1				
T	-1.386738457	36.760478717	1728.7				
T	-1.390275448	36.758674460	1728.2				
T	-1.393536937	36.757194327	1742.1				
T	-1.395662419	36.756769218	1743.1				
T	-1.395531138	36.757506333	1742.7				
T	-1.394469262	36.758235036	1741.0				
T	-1.392324400	36.759489893	1735.5				
T	-1.389256584	36.760843700	1730.0				
T	-1.386287035	36.762188695	1722.9				
T	-1.383801947	36.763163400	1724.9				
T	-1.382414327	36.763713291	1731.7				
T	-1.383424315	36.763511421	1727.4				
T	-1.389093666	36.761273896	1729.4				
T	-1.392274277	36.760012527	1734.9				
T	-1.394972241	36.759114470	1739.1				
T	-1.396311808	36.759081140	1742.3				
T	-1.392685494	36.761006088	1737.4				
T	-1.383982831	36.765935695	1722.9				
T	-1.379458802	36.768145747	1737.3				
T	-1.374240368	36.770178882	1770.6				
T	-1.378981255	36.768500987	1737.9				
T	-1.388606502	36.764643490	1715.6				
T	-1.397148099	36.762204217	1736.7				
T	-1.399101880	36.762108369	1732.2				
T	-1.396600016	36.763917457	1730.9				
T	-1.388781685	36.767444373	1702.6				
T	-1.383117561	36.769649394	1722.5				
T	-1.372182095	36.773393644	1761.0				
T	-1.368497433	36.773890649	1756.4				
T	-1.370473289	36.772847888	1756.2				
T	-1.375110263	36.770718895	1768.6				
T	-1.380733250	36.768541208	1730.5				
T	-1.393592350	36.763817920	1731.1				
T	-1.401990635	36.762025792	1730.7				
T	-1.401909190	36.762240952	1731.5				
T	-1.400650610	36.763090970	1732.9				
T	-1.397544084	36.765063339	1726.9				
T	-1.393262706	36.767689912	1725.0				
T	-1.382760798	36.772280715	1715.6				
T	-1.377910369	36.774187816	1739.4				
T	-1.374800012	36.775011191	1748.8				
T	-1.374643387	36.774396556	1753.3				
T	-1.377720933	36.772230682	1747.6				
T	-1.382103851	36.769856840	1725.0				
T	-1.386885209	36.767113644	1708.3				
T	-1.395514156	36.763406876	1732.0				
T	-1.398336162	36.762704177	1735.2				
T	-1.397764517	36.763176896	1733.1				
T	-1.394637955	36.764948210	1731.5				
T	-1.390904493	36.766906142	1709.5				
T	-1.386553589	36.768897038	1719.2				
T	-1.376941962	36.772609447	1755.4				
T	-1.373141970	36.773709185	1761.0				
T	-1.371321791	36.774219088	1749.2				
T	-1.374457972	36.773472930	1760.3				
T	-1.377640105	36.772444701	1749.2				
T	-1.381123364	36.771406132	1722.0				
T	-1.383937578	36.770603139	1719.7				
T	-1.385841501	36.769994920	1722.0				
T	-1.386975366	36.769994809	1716.7				
T	-1.386221085	36.770683069	1719.5				
T	-1.380734684	36.773730494	1717.1				
T	-1.374011229	36.776558495	1735.3				
T	-1.372199964	36.777171758	1733.0				
T	-1.372894659	36.776778044	1735.7				
T	-1.375060619	36.775613597	1741.4				
T	-1.379385178	36.773655668	1730.1				
T	-1.384830544	36.771234611	1721.9				
T	-1.390396272	36.769025880	1713.0				
T	-1.395757638	36.766801539	1727.3				
T	-1.402112118	36.765223834	1728.7				
T	-1.398880809	36.767002080	1718.4				
T	-1.390503070	36.771079756	1716.5				
T	-1.385036301	36.773293144	1719.0				
T	-1.379732368	36.775076678	1715.7				
T	-1.372568128	36.776602925	1737.5				
T	-1.374818228	36.775219594	1746.4				
T	-1.384522814	36.771267544	1720.8				
T	-1.390622153	36.769208962	1714.0				
T	-1.401037485	36.765848936	1730.0				
T	-1.403981904	36.765249118	1724.4				
T	-1.405443869	36.765316244	1713.3				
T	-1.404780751	36.765904226	1719.4				
T	-1.403019470	36.766911919	1722.0				
T	-1.395756240	36.769817569	1720.4				
T	-1.386936971	36.772702736	1711.1				
T	-1.383200943	36.773589093	1714.6				
T	-1.381277520	36.773987079	1714.9				
T	-1.382790815	36.773631672	1713.5				
T	-1.385772683	36.772388277	1719.0				
T	-1.389558772	36.770982988	1708.2				
T	-1.393132837	36.769461912	1721.0				
T	-1.396540137	36.768382959	1724.2				
T	-1.401064225	36.767095112	1728.1				
T	-1.400297262	36.767690543	1724.0				
T	-1.395523269	36.770572964	1713.6				
T	-1.387674853	36.773885521	1705.0				
T	-1.384392116	36.775126047	1714.2				
T	-1.382494115	36.775846504	1710.0				
T	-1.383991825	36.775273192	1714.3				
T	-1.388586492	36.773696954	1696.6				
T	-1.395053912	36.771042770	1707.9				
T	-1.402878816	36.768497897	1704.2				
T	-1.416769136	36.763936396	1727.8				
T	-1.420406725	36.763246198	1739.7				
T	-1.419836237	36.763718863	1735.7				
T	-1.416253738	36.765956595	1727.6				
T	-1.408141573	36.770340848	1707.6				
T	-1.403588618	36.772539544	1719.6				
T	-1.395249149	36.776005364	1701.3				
T	-1.392934153	36.776692113	1693.9				
T	-1.393632598	36.776423058	1686.0				
T	-1.395536218	36.775771398	1703.3				
T	-1.398834588	36.774598709	1711.1				
T	-1.405525683	36.772240900	1718.9				
T	-1.407622318	36.771417753	1707.4				
T	-1.408942891	36.771088152	1705.9				
T	-1.408361240	36.771461572	1700.2				
T	-1.403785767	36.773452744	1718.1				
T	-1.400021065	36.775087069	1713.4				
T	-1.395661107	36.776998628	1707.7				
T	-1.391940672	36.778119660	1702.9				
T	-1.386987208	36.779348691	1690.5				
T	-1.387151163	36.778913531	1691.5				
T	-1.388043013	36.778511075	1696.8				
T	-1.390021714	36.777576221	1706.9				
T	-1.393806147	36.776087741	1685.0				
T	-1.397086296	36.774697032	1706.9				
T	-1.402452018	36.772553133	1717.9				
T	-1.403874624	36.772302557	1719.3				
T	-1.398630320	36.774622387	1711.0				
T	-1.394257852	36.776446943	1685.6				
T	-1.389734727	36.777816281	1705.4				
T	-1.383656393	36.779155271	1705.4				
T	-1.384751255	36.778739392	1704.6				
T	-1.387139718	36.777768663	1690.8				
T	-1.391147932	36.776415691	1709.7				
T	-1.395731808	36.774630140	1696.2				
T	-1.404269427	36.771119101	1715.8				
T	-1.407063040	36.770020186	1715.5				
T	-1.408076042	36.769721933	1712.0				
T	-1.401245028	36.772886662	1715.7				
T	-1.396962873	36.774502721	1705.7				
T	-1.392665982	36.776095547	1694.0				
T	-1.389436085	36.776907783	1704.7				
T	-1.387815667	36.777285818	1694.0				
T	-1.387762650	36.776777942	1693.3				
T	-1.388038787	36.776440319	1694.4				
T	-1.396057847	36.772736500	1688.3				
T	-1.401841232	36.770561604	1702.8				
T	-1.394212660	36.773967656	1690.3				
T	-1.381027679	36.778808545	1703.4				
T	-1.375701202	36.780379848	1705.2				
T	-1.370671531	36.781939780	1698.5				
T	-1.366341671	36.783097998	1709.9				
T	-1.363954607	36.783605066	1731.3				
T	-1.364437152	36.783358467	1728.4				
T	-1.366321027	36.782892537	1709.7				
T	-1.369454169	36.782163496	1704.4				
T	-1.378675647	36.779033905	1707.3				
T	-1.385844363	36.776242759	1707.9				
T	-1.387656566	36.775761608	1695.8				
T	-1.386182277	36.776524331	1702.0				
T	-1.380904066	36.779655938	1702.5				
T	-1.377843771	36.781098458	1702.0				
T	-1.374671676	36.782572094	1697.3				
T	-1.372175135	36.783560761	1693.8				
T	-1.372864256	36.783175776	1696.5				
T	-1.377136334	36.781274378	1702.8				
T	-1.380412621	36.779912025	1701.2				
T	-1.383696800	36.778527426	1705.4				
T	-1.387097211	36.777362461	1691.4				
T	-1.385108969	36.778185689	1702.9				
T	-1.380914198	36.779759427	1702.5				
T	-1.378540173	36.780821288	1701.0				
T	-1.377136334	36.781274378	1702.8				
T	-1.379604156	36.780094086	1700.9				
T	-1.383562975	36.778230062	1705.6				
T	-1.384873564	36.777894496	1704.5				
T	-1.382618877	36.779162830	1705.0				
T	-1.376653914	36.781636568	1703.1				
T	-1.374251020	36.782511184	1694.6				
T	-1.373140963	36.782836273	1697.6				
T	-1.374333832	36.782293380	1696.2				
T	-1.377813548	36.780788241	1703.4				
T	-1.382977900	36.778604601	1705.6				
T	-1.388633446	36.776171497	1696.4				
T	-1.398325366	36.772604599	1698.9				
T	-1.400171588	36.772487512	1703.1				
T	-1.399905656	36.772928260	1704.0				
T	-1.396255575	36.774681580	1701.5				
T	-1.393016010	36.776478707	1691.6				
T	-1.385664667	36.779584339	1696.3				
T	-1.382671762	36.780716519	1702.9				
T	-1.380863096	36.781327476	1699.3				
T	-1.380441823	36.781267728	1696.8				
T	-1.381736493	36.780713309	1703.1				
T	-1.387786939	36.779060037	1695.2				
T	-1.391417412	36.778058665	1706.3				
T	-1.396706692	36.777095712	1710.6				
T	-1.396809144	36.777084888	1710.8				
T	-1.396871981	36.777701027	1710.2				
T	-1.394721770	36.778963861	1700.4				
T	-1.392766448	36.780144636	1683.4				
T	-1.388680141	36.781814622	1682.8				
T	-1.389182738	36.781666921	1684.1				
T	-1.391072518	36.780844569	1683.4				
T	-1.394087727	36.779859877	1698.3				
T	-1.396791412	36.778947231	1712.2				
T	-1.400416828	36.777949383	1713.3				
T	-1.400642472	36.778132968	1712.2				
T	-1.400490337	36.778668372	1710.8				
T	-1.398546290	36.779907656	1708.5				
T	-1.393415421	36.782412651	1705.0				
T	-1.390421610	36.783574202	1695.3				
T	-1.385913852	36.784152711	1687.2				
T	-1.386611080	36.783877658	1688.6				
T	-1.388127275	36.783543902	1683.6				
T	-1.391056474	36.782673081	1698.2				
T	-1.394183250	36.781812637	1706.8				
T	-1.398857074	36.780917831	1707.6				
T	-1.400107293	36.780994101	1705.9				
T	-1.397721537	36.781969855	1708.4				
T	-1.390136548	36.784849284	1695.6				
T	-1.385588583	36.786055159	1693.0				
T	-1.377955574	36.787442895	1692.4				
T	-1.376612401	36.787472322	1696.9				
T	-1.377012221	36.787328351	1695.8				
T	-1.379000334	36.786508189	1691.2				
T	-1.386447944	36.784307052	1689.3				
T	-1.391303555	36.783059862	1698.7				
T	-1.399800224	36.781027220	1705.8				
T	-1.402337817	36.780548167	1713.5				
T	-1.403679245	36.780511892	1712.7				
T	-1.403198365	36.780871880	1712.4				
T	-1.401818434	36.781537976	1713.2				
T	-1.398851750	36.782892767	1706.4				
T	-1.394536820	36.784266871	1704.6				
T	-1.384891623	36.787377483	1686.8				
T	-1.380343009	36.788569841	1686.5				
T	-1.375853831	36.789214579	1691.9				
T	-1.377299497	36.788133103	1693.0				
T	-1.379985234	36.787035296	1690.1				
T	-1.384867780	36.785091401	1689.5				
T	-1.396109765	36.781403815	1707.1				
T	-1.400944357	36.780073359	1708.3				
T	-1.404968055	36.778931937	1714.4				
T	-1.407710571	36.778355466	1695.9				
T	-1.406926796	36.778673558	1693.6				
T	-1.401978282	36.780067280	1711.6				
T	-1.393578702	36.781981358	1705.0				
T	-1.388713519	36.783161374	1682.6				
T	-1.384528912	36.783765373	1692.6				
T	-1.381770543	36.784141917	1691.3				
T	-1.381914280	36.783500848	1693.2				
T	-1.383853592	36.782153514	1698.6				
T	-1.388228643	36.780379597	1692.6				
T	-1.399246682	36.775593042	1714.8				
